Word,Count,TF.IDF
incident,9,0.019271948608137045
sinister,10,0.0371941240720815
comply,7,0.0
breaks,1,0.0028306811453690846
forgotten,4,0.0
precious,12,0.008272242266912951
compliment,2,0.003156169568163624
unkempt,1,0.007113336391621761
lover,7,0.0022784189595617776
plentiful,1,0.0021413276231263384
malignant,1,0.003719412407208151
terrible,15,0.02367127176122718
rate,6,0.0019529305367672382
mole,2,0.009944017536990847
assert,1,0.001578084784081812
lights,3,0.0020680605667282377
rage,3,0.004734254352245436
submitted,4,0.008565310492505354
ferret,1,0.007113336391621761
snow,11,0.017358932624899934
headache,1,0.0021413276231263384
purchasing,1,0.003719412407208151
termination,1,0.0021413276231263384
remarked,64,0.04411862542353574
germans,1,0.0049720087684954235
laughing,18,0.012408363400369427
michael,1,0.0
darkened,1,0.0028306811453690846
relapsed,1,0.0049720087684954235
est,2,0.009944017536990847
alpha,7,0.049793354741352325
quitted,1,0.0028306811453690846
4th,2,0.009944017536990847
irs,1,0.0
california,3,0.021340009174865282
implored,2,0.009944017536990847
snapped,2,0.004282655246252677
bandy,1,0.0049720087684954235
litter,1,0.0028306811453690846
jeremiah,1,0.0049720087684954235
scribbled,1,0.0049720087684954235
blurs,1,0.007113336391621761
outhouse,1,0.007113336391621761
wiser,2,0.003156169568163624
rouse,1,0.003719412407208151
accident,5,0.0016274421139726982
plumped,1,0.007113336391621761
muscles,1,0.0049720087684954235
locations,2,0.0
beneath,10,0.01101869749100125
premises,6,0.022316474443248902
ideas,2,0.00220373949820025
marshy,1,0.0049720087684954235
silk,5,0.010706638115631691
speciously,1,0.007113336391621761
biography,1,0.0049720087684954235
sweet,7,0.0
interposed,1,0.003719412407208151
attica,1,0.007113336391621761
eye,24,0.007811722147068953
predominates,1,0.007113336391621761
striking,5,0.005509348745500625
simon,40,0.2845334556648704
indication,1,0.0049720087684954235
wreaths,2,0.004282655246252677
prolong,1,0.0028306811453690846
glint,1,0.007113336391621761
allowed,9,0.006204181700184714
reference,7,0.014989293361884369
villages,2,0.005661362290738169
impressions,3,0.011158237221624451
stables,1,0.0021413276231263384
secretary,3,0.008492043436107252
unobserved,1,0.003719412407208151
vivid,1,0.0028306811453690846
researches,2,0.007438824814416302
penal,1,0.0049720087684954235
diadem,1,0.0049720087684954235
claspings,1,0.007113336391621761
straining,1,0.0028306811453690846
swarm,2,0.009944017536990847
booted,1,0.007113336391621761
typewriter,3,0.014916026305486269
shelves,2,0.003156169568163624
beautiful,11,0.0
silvered,1,0.007113336391621761
providing,5,0.0
sunday,1,3.254884227945397E-4
altogether,4,0.0013019536911781588
writing,15,0.0
believing,1,0.0021413276231263384
lasting,1,0.0028306811453690846
baxter,1,0.007113336391621761
reabsorbed,1,0.007113336391621761
funny,7,0.011046593488572684
complying,3,0.0
orgies,1,0.003719412407208151
meningen,1,0.007113336391621761
unreasoning,2,0.009944017536990847
foie,1,0.0049720087684954235
fashion,20,0.006509768455890793
blotched,1,0.007113336391621761
planted,1,0.0028306811453690846
alteration,1,0.0
fordham,2,0.014226672783243521
conviction,5,0.014153405726845422
monogram,2,0.014226672783243521
explore,1,0.0028306811453690846
horace,1,0.007113336391621761
accommodate,1,0.003719412407208151
tune,1,0.001578084784081812
killed,3,9.764652683836191E-4
cord,5,0.010706638115631691
cells,2,0.007438824814416302
astonishment,10,0.01101869749100125
moods,1,0.0028306811453690846
flitted,1,0.0028306811453690846
divined,2,0.007438824814416302
brixton,6,0.042680018349730564
weird,1,0.0049720087684954235
elements,1,0.0021413276231263384
londoners,1,0.007113336391621761
negro,1,0.003719412407208151
wash,3,0.006423982869379015
ku,2,0.014226672783243521
concluding,1,0.0028306811453690846
side,87,0.0
respects,3,0.006423982869379015
warranties,3,0.0
midst,3,0.004734254352245436
baits,1,0.0049720087684954235
dangerous,6,0.0041361211334564755
beg,12,0.0
panelled,1,0.003719412407208151
enable,2,0.004282655246252677
bow,6,0.0066112184946007495
succeed,4,0.0044074789964005
housemaid,1,0.0021413276231263384
execution,1,0.0028306811453690846
impetuous,1,0.0028306811453690846
perfection,1,0.0021413276231263384
wanting,3,0.0020680605667282377
contemptuous,1,0.0028306811453690846
ascertained,1,0.003719412407208151
mission,7,0.0
routine,3,0.008492043436107252
subsided,1,0.0021413276231263384
pre,1,0.0028306811453690846
poker,3,0.008492043436107252
imprisonment,3,0.021340009174865282
measure,1,3.254884227945397E-4
health,5,0.005509348745500625
120,2,0.009944017536990847
widow,1,0.001578084784081812
sparkled,2,0.005661362290738169
scandal,13,0.027837259100642397
pulling,4,0.002757414088970984
panel,5,0.024860043842477114
gordon,2,0.014226672783243521
entreaties,2,0.004282655246252677
retorted,1,0.007113336391621761
quality,1,0.001101869749100125
trustees,2,0.014226672783243521
maid,22,0.007160745301479873
adapt,1,0.0049720087684954235
klux,2,0.014226672783243521
vegetables,2,0.007438824814416302
cruelty,3,0.0033056092473003748
rolling,1,0.0021413276231263384
bearings,1,0.003719412407208151
staining,1,0.0049720087684954235
bordered,2,0.004282655246252677
foul,6,0.0066112184946007495
sailed,1,0.0021413276231263384
damaged,1,0.0
barton,1,0.007113336391621761
faults,2,0.00220373949820025
pomposity,1,0.007113336391621761
crystallised,1,0.007113336391621761
irene,17,0.08452414906442218
ventured,2,6.509768455890794E-4
bedrooms,3,0.011158237221624451
metallic,5,0.014153405726845422
copyright,20,0.0
unpapered,1,0.007113336391621761
rod,1,0.0028306811453690846
interesting,21,0.006835256878685333
register,2,0.014226672783243521
swag,1,0.007113336391621761
cocksure,2,0.014226672783243521
romper,1,0.007113336391621761
staples,1,0.007113336391621761
constant,1,0.0
,1,0.0
slighted,1,0.0028306811453690846
trouble,12,0.0
thrusting,2,0.009944017536990847
shiny,4,0.014877649628832604
delicately,1,0.0028306811453690846
conceives,1,0.0049720087684954235
minds,3,0.0020680605667282377
roylott,21,0.14938006422405697
earrings,2,0.014226672783243521
fashioned,2,0.003156169568163624
gipsies,7,0.01981476801758359
shaven,3,0.014916026305486269
screaming,2,0.00220373949820025
filthy,1,0.003719412407208151
smarting,1,0.007113336391621761
huffed,1,0.007113336391621761
seeking,1,0.001101869749100125
spellbound,1,0.0049720087684954235
stain,2,0.003156169568163624
secret,20,0.0
finger,19,0.006184280033096254
read,39,0.0
number,15,0.0
mass,2,0.005661362290738169
lunatic,1,0.003719412407208151
butler,2,0.001378707044485492
comely,1,0.0021413276231263384
yawning,2,0.005661362290738169
misgivings,2,0.009944017536990847
papers,45,0.03102090850092357
flicked,1,0.007113336391621761
actor,2,0.009944017536990847
mexico,1,0.0049720087684954235
grieved,1,0.001101869749100125
allusions,1,0.0028306811453690846
oscillates,1,0.0049720087684954235
ways,12,0.0
wreath,1,0.001578084784081812
armchairs,1,0.007113336391621761
frightful,1,0.0021413276231263384
buildings,1,0.0049720087684954235
format,4,0.0
grounds,10,0.0068935352224274585
gravel,4,0.008565310492505354
mother,23,0.015855131011583156
shading,1,0.0049720087684954235
thrilling,1,0.003719412407208151
roared,2,0.004282655246252677
chief,3,0.0
smashed,1,0.007113336391621761
hurry,9,0.002929395805150857
ledger,3,0.011158237221624451
gaslight,1,0.0049720087684954235
drive,21,0.0
jury,7,0.026035886850457053
authoritative,1,0.0028306811453690846
holland,2,0.007438824814416302
unfettered,1,0.0049720087684954235
iodoform,1,0.007113336391621761
moral,2,6.509768455890794E-4
vessel,3,0.006423982869379015
whipcord,3,0.021340009174865282
intricate,1,0.003719412407208151
impressive,1,0.003719412407208151
stock,5,0.0034467676112137293
typewritist,1,0.007113336391621761
petersfield,1,0.007113336391621761
st,82,0.09035331942621024
doubled,1,0.001578084784081812
weaver,1,0.0049720087684954235
wits,1,0.001578084784081812
politics,2,0.004282655246252677
scarlet,3,0.004734254352245436
decrepit,1,0.007113336391621761
tire,1,0.0049720087684954235
introducing,2,0.005661362290738169
sturdy,1,0.0049720087684954235
discoloured,5,0.014153405726845422
kissed,1,3.254884227945397E-4
